MaterialType-2,use PCA data,kernel:linear,degree:3,500,0.997533154842,0.99847356996,
MaterialType-2,use PCA data,kernel:linear,degree:3,1000,0.997271022611,0.998304078435,
MaterialType-2,use PCA data,kernel:linear,degree:3,1200,0.997805374456,0.998643205244,
MaterialType-2,use PCA data,kernel:linear,degree:3,2000,0.997271022611,0.998304078435,
MaterialType-2,use PCA data,kernel:linear,degree:3,3400,0.997541261374,0.998473713719,
Sex-2,use PCA data,kernel:linear,degree:3,100,0.93846953942,0.94596429629,
Sex-2,use PCA data,kernel:linear,degree:3,200,0.851676602398,0.869137865392,
Sex-2,use PCA data,kernel:linear,degree:3,400,0.87981137253,0.894515419434,
Sex-2,use PCA data,kernel:linear,degree:3,500,0.882637374277,0.897785439316,
Sex-2,use PCA data,kernel:linear,degree:3,1000,0.90849194441,0.919279580354,
Sex-2,use PCA data,kernel:linear,degree:3,1200,0.914463362106,0.92448919159,
Sex-2,use PCA data,kernel:linear,degree:3,2000,0.921959856054,0.930995388976,
Sex-2,use PCA data,kernel:linear,degree:3,3400,0.935940280115,0.943364778544,
DiseaseState-16,use PCA data,kernel:linear,degree:3,100,0.901508781466,0.933365725276,
DiseaseState-16,use PCA data,kernel:linear,degree:3,200,0.912444466469,0.941470796639,
DiseaseState-16,use PCA data,kernel:linear,degree:3,400,0.922536560118,0.948223504403,
DiseaseState-16,use PCA data,kernel:linear,degree:3,500,0.92786336043,0.95092418261,
DiseaseState-16,use PCA data,kernel:linear,degree:3,1000,0.928590179339,0.951828120255,
DiseaseState-16,use PCA data,kernel:linear,degree:3,1200,0.931068645028,0.95362789756,
DiseaseState-16,use PCA data,kernel:linear,degree:3,2000,0.938055127951,0.958134426561,
DiseaseState-16,use PCA data,kernel:linear,degree:3,3400,0.940146066023,0.959484765665,
BioSourceType-7,use PCA data,kernel:linear,degree:3,100,0.966709103264,0.969736015618,
BioSourceType-7,use PCA data,kernel:linear,degree:3,200,0.976323076717,0.981167982344,
BioSourceType-7,use PCA data,kernel:linear,degree:3,400,0.980693683441,0.983859887389,
BioSourceType-7,use PCA data,kernel:linear,degree:3,500,0.980274349577,0.98419545596,
BioSourceType-7,use PCA data,kernel:linear,degree:3,1000,0.983056235395,0.986549528902,
BioSourceType-7,use PCA data,kernel:linear,degree:3,1200,0.982326428971,0.986213394449,
BioSourceType-7,use PCA data,kernel:linear,degree:3,2000,0.984109762484,0.987894632601,
BioSourceType-7,use PCA data,kernel:linear,degree:3,3400,0.985251568283,0.988567467391,
MaterialType-2,use PCA data,kernel:poly,degree:2,1200,0.997798218625,0.998643061486,
MaterialType-2,use PCA data,kernel:poly,degree:2,1200,0.997798218625,0.998643061486,
MaterialType-2,use PCA data,kernel:poly,degree:3,1200,0.997232625877,0.998303790917,
MaterialType-2,use PCA data,kernel:poly,degree:4,1200,0.994781227722,0.996777504636,
MaterialType-2,use PCA data,kernel:poly,degree:5,1200,0.993117869985,0.99575983669,
Sex-2,use PCA data,kernel:poly,degree:2,1200,0.818315154287,0.843764541647,
Sex-2,use PCA data,kernel:poly,degree:2,1200,0.818315154287,0.843764541647,
Sex-2,use PCA data,kernel:poly,degree:3,1200,0.862156730693,0.88152417615,
Sex-2,use PCA data,kernel:poly,degree:4,1200,0.822688364583,0.851582131224,
Sex-2,use PCA data,kernel:poly,degree:5,1200,0.81610006516,0.848329032531,
DiseaseState-16,use PCA data,kernel:poly,degree:2,1200,0.936393454197,0.956329588015,
DiseaseState-16,use PCA data,kernel:poly,degree:2,1200,0.936393454197,0.956329588015,
DiseaseState-16,use PCA data,kernel:poly,degree:3,1200,0.934458073105,0.954977224415,
DiseaseState-16,use PCA data,kernel:poly,degree:4,1200,0.929839811858,0.950928231602,
DiseaseState-16,use PCA data,kernel:poly,degree:5,1200,0.926592729228,0.946871140804,
BioSourceType-7,use PCA data,kernel:poly,degree:2,1200,0.982919496244,0.986886229239,
BioSourceType-7,use PCA data,kernel:poly,degree:2,1200,0.982919496244,0.986886229239,
BioSourceType-7,use PCA data,kernel:poly,degree:3,1200,0.981707882525,0.985541691424,
BioSourceType-7,use PCA data,kernel:poly,degree:4,1200,0.978344052797,0.982178083355,
BioSourceType-7,use PCA data,kernel:poly,degree:5,1200,0.967642110585,0.969734883853,
MaterialType-2,use PCA data,kernel:rbf,gamma:0.1,degree:2,500,0.455277410094,0.808006785411,
MaterialType-2,use PCA data,kernel:rbf,gamma:0.01,degree:2,500,0.455277410094,0.808006785411,
MaterialType-2,use PCA data,kernel:rbf,gamma:0.001,degree:3,500,0.866165857832,0.928934747919,
MaterialType-2,use PCA data,kernel:rbf,gamma:0.0001,degree:4,500,0.99560281775,0.997286410489,
MaterialType-2,use PCA data,kernel:rbf,gamma:1e-05,degree:5,500,0.991569551212,0.994741881227,
Sex-2,use PCA data,kernel:rbf,gamma:0.1,degree:2,500,0.410962418502,0.67708236389,
Sex-2,use PCA data,kernel:rbf,gamma:0.01,degree:2,500,0.410962418502,0.67708236389,
Sex-2,use PCA data,kernel:rbf,gamma:0.001,degree:3,500,0.503400529309,0.707037099708,
Sex-2,use PCA data,kernel:rbf,gamma:0.0001,degree:4,500,0.765359982025,0.817052328779,
Sex-2,use PCA data,kernel:rbf,gamma:1e-05,degree:5,500,0.727300924957,0.798166166081,
DiseaseState-16,use PCA data,kernel:rbf,gamma:0.1,degree:2,500,0.0242564056548,0.24087863144,
DiseaseState-16,use PCA data,kernel:rbf,gamma:0.01,degree:2,500,0.0242564056548,0.24087863144,
DiseaseState-16,use PCA data,kernel:rbf,gamma:0.001,degree:3,500,0.131754397288,0.289506022877,
DiseaseState-16,use PCA data,kernel:rbf,gamma:0.0001,degree:4,500,0.922644896088,0.948220467659,
DiseaseState-16,use PCA data,kernel:rbf,gamma:1e-05,degree:5,500,0.901330729203,0.936966292135,
BioSourceType-7,use PCA data,kernel:rbf,gamma:0.1,degree:2,500,0.0942176023905,0.289184845655,
BioSourceType-7,use PCA data,kernel:rbf,gamma:0.01,degree:2,500,0.096888876654,0.291539484481,
BioSourceType-7,use PCA data,kernel:rbf,gamma:0.001,degree:3,500,0.339683590262,0.437475030416,
BioSourceType-7,use PCA data,kernel:rbf,gamma:0.0001,degree:4,500,0.975370882698,0.978146167558,
BioSourceType-7,use PCA data,kernel:rbf,gamma:1e-05,degree:5,500,0.959489791928,0.966371841666,
MaterialType-2,use PCA data,kernel:rbf,gamma:0.1,degree:2,1200,0.455277410094,0.808006785411,
MaterialType-2,use PCA data,kernel:rbf,gamma:0.01,degree:2,1200,0.455277410094,0.808006785411,
MaterialType-2,use PCA data,kernel:rbf,gamma:0.001,degree:3,1200,0.811211957546,0.905698451719,
MaterialType-2,use PCA data,kernel:rbf,gamma:0.0001,degree:4,1200,0.989804479573,0.993724357039,
MaterialType-2,use PCA data,kernel:rbf,gamma:1e-05,degree:5,1200,0.992681514492,0.995420422363,
Sex-2,use PCA data,kernel:rbf,gamma:0.1,degree:2,1200,0.410962418502,0.67708236389,
Sex-2,use PCA data,kernel:rbf,gamma:0.01,degree:2,1200,0.410962418502,0.67708236389,
Sex-2,use PCA data,kernel:rbf,gamma:0.001,degree:3,1200,0.461156017514,0.693360548247,
Sex-2,use PCA data,kernel:rbf,gamma:0.0001,degree:4,1200,0.744200278383,0.805994331401,
Sex-2,use PCA data,kernel:rbf,gamma:1e-05,degree:5,1200,0.719417624415,0.79361436609,
MaterialType-2,use PCA data,kernel:poly,gamma:0.001,degree:1,500,0.997533154842,0.99847356996,
MaterialType-2,use PCA data,kernel:poly,gamma:0.001,degree:2,500,0.997515323691,0.998473426201,
MaterialType-2,use PCA data,kernel:poly,gamma:0.001,degree:3,500,0.996648645665,0.99796437659,
MaterialType-2,use PCA data,kernel:poly,gamma:0.001,degree:4,500,0.994784516517,0.996777360878,
MaterialType-2,use PCA data,kernel:poly,gamma:0.001,degree:5,500,0.993120953588,0.99575983669,
Sex-2,use PCA data,kernel:poly,gamma:0.001,degree:1,500,0.928789911139,0.937497356064,
Sex-2,use PCA data,kernel:poly,gamma:0.001,degree:2,500,0.836691055533,0.85873556411,
Sex-2,use PCA data,kernel:poly,gamma:0.001,degree:3,500,0.872893024494,0.889993231524,
Sex-2,use PCA data,kernel:poly,gamma:0.001,degree:4,500,0.839700646424,0.863953635941,
Sex-2,use PCA data,kernel:poly,gamma:0.001,degree:5,500,0.829688097215,0.857436862811,
DiseaseState-16,use PCA data,kernel:poly,gamma:0.001,degree:1,500,0.92915448379,0.952274521713,
DiseaseState-16,use PCA data,kernel:poly,gamma:0.001,degree:2,500,0.930492980549,0.951828120255,
DiseaseState-16,use PCA data,kernel:poly,gamma:0.001,degree:3,500,0.928645971492,0.950475756656,
DiseaseState-16,use PCA data,kernel:poly,gamma:0.001,degree:4,500,0.929318288923,0.950925194858,
DiseaseState-16,use PCA data,kernel:poly,gamma:0.001,degree:5,500,0.924935458992,0.946874177548,
BioSourceType-7,use PCA data,kernel:poly,gamma:0.001,degree:1,500,0.982682503687,0.985876694112,
BioSourceType-7,use PCA data,kernel:poly,gamma:0.001,degree:2,500,0.982852744906,0.987558498147,
BioSourceType-7,use PCA data,kernel:poly,gamma:0.001,degree:3,500,0.981076407948,0.98520555697,
BioSourceType-7,use PCA data,kernel:poly,gamma:0.001,degree:4,500,0.979299339377,0.983187052599,
BioSourceType-7,use PCA data,kernel:poly,gamma:0.001,degree:5,500,0.97540919212,0.97746993747,
MaterialType-2,use PCA data,kernel:sigmoid,gamma:0.1,degree:2,500,0.708975026452,0.818675838473,
MaterialType-2,use PCA data,kernel:sigmoid,gamma:0.01,degree:2,500,0.612293474825,0.758651687009,
MaterialType-2,use PCA data,kernel:sigmoid,gamma:0.001,degree:3,500,0.619374716046,0.763909230747,
MaterialType-2,use PCA data,kernel:sigmoid,gamma:0.0001,degree:4,500,0.861001500011,0.912991475108,
MaterialType-2,use PCA data,kernel:sigmoid,gamma:1e-05,degree:5,500,0.976059337599,0.984904759851,
Sex-2,use PCA data,kernel:sigmoid,gamma:0.1,degree:2,500,0.521879190225,0.585944836922,
Sex-2,use PCA data,kernel:sigmoid,gamma:0.01,degree:2,500,0.507808775329,0.572264055163,
Sex-2,use PCA data,kernel:sigmoid,gamma:0.001,degree:3,500,0.516412435869,0.577484242142,
Sex-2,use PCA data,kernel:sigmoid,gamma:0.0001,degree:4,500,0.507548574368,0.571599898473,
Sex-2,use PCA data,kernel:sigmoid,gamma:1e-05,degree:5,500,0.65903570109,0.764958331571,
DiseaseState-16,use PCA data,kernel:sigmoid,gamma:0.1,degree:2,500,0.16613714228,0.429973681547,
DiseaseState-16,use PCA data,kernel:sigmoid,gamma:0.01,degree:2,500,0.157582872585,0.426818503897,
DiseaseState-16,use PCA data,kernel:sigmoid,gamma:0.001,degree:3,500,0.169704567112,0.433585383136,
DiseaseState-16,use PCA data,kernel:sigmoid,gamma:0.0001,degree:4,500,0.68561867716,0.822595404393,
DiseaseState-16,use PCA data,kernel:sigmoid,gamma:1e-05,degree:5,500,0.849097551207,0.918513007389,
BioSourceType-7,use PCA data,kernel:sigmoid,gamma:0.1,degree:2,500,0.208856415905,0.329184279773,
BioSourceType-7,use PCA data,kernel:sigmoid,gamma:0.01,degree:2,500,0.211180869763,0.338595478595,
BioSourceType-7,use PCA data,kernel:sigmoid,gamma:0.001,degree:3,500,0.217948438113,0.348012336248,
BioSourceType-7,use PCA data,kernel:sigmoid,gamma:0.0001,degree:4,500,0.481126221402,0.565222533458,
BioSourceType-7,use PCA data,kernel:sigmoid,gamma:1e-05,degree:5,500,0.917039295994,0.92770449594,
